"SQGDP9 Real GDP by state 1/"
"(Millions of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2005:Q1","2005:Q2","2005:Q3","2005:Q4","2006:Q1","2006:Q2","2006:Q3","2006:Q4","2007:Q1","2007:Q2","2007:Q3","2007:Q4"
"00000","United States","1","All industry total",14771602.0,14839782.0,14972054.0,15066597.0,15267026.0,15302705.0,15326368.0,15456928.0,15493328.0,15582085.0,15666738.0,15761967.0
"00000","United States","2","  Private industries",12830854.0,12923501.0,13046751.0,13122132.0,13344487.0,13381826.0,13390249.0,13492863.0,13510972.0,13585792.0,13658085.0,13746100.0
"00000","United States","3","      Agriculture, forestry, fishing and hunting",190965.0,196934.0,198030.0,198579.0,196022.0,212983.0,198105.0,190288.0,188907.0,174922.0,168395.0,174051.0
"00000","United States","6","      Mining, quarrying, and oil and gas extraction",264097.0,263372.0,246986.0,241794.0,282797.0,285607.0,292801.0,311046.0,316291.0,324730.0,318401.0,303184.0
"00000","United States","10","      Utilities",218220.0,217183.0,220524.0,220818.0,220298.0,237452.0,239703.0,233906.0,231283.0,239515.0,237488.0,241795.0
"00000","United States","11","      Construction",794538.0,787211.0,781804.0,775628.0,791500.0,776718.0,762999.0,742389.0,746695.0,757127.0,749025.0,725947.0
"00000","United States","12","      Manufacturing",1867819.0,1870344.0,1887032.0,1926575.0,1989378.0,1986102.0,1984753.0,2019903.0,2002713.0,2040561.0,2079083.0,2121439.0
"00000","United States","13","          Durable goods manufacturing",866813.0,870741.0,887707.0,917159.0,947227.0,951314.0,950391.0,965244.0,963704.0,987742.0,1017278.0,1022852.0
"00000","United States","25","          Nondurable goods manufacturing",1031094.0,1028178.0,1023393.0,1028948.0,1062368.0,1052667.0,1052408.0,1073842.0,1055263.0,1067171.0,1072553.0,1114998.0
"00000","United States","34","      Wholesale trade",946109.0,951425.0,958676.0,976448.0,983390.0,981705.0,984617.0,989813.0,993882.0,1018936.0,1021609.0,1037676.0
"00000","United States","35","      Retail trade",956670.0,981188.0,1003608.0,977482.0,990381.0,997685.0,975084.0,986121.0,971359.0,945669.0,948939.0,954608.0
"00000","United States","36","      Transportation and warehousing",429601.0,437120.0,461327.0,467680.0,468175.0,479493.0,478379.0,475415.0,463083.0,477251.0,467014.0,479285.0
"00000","United States","45","      Information",595398.0,605424.0,602282.0,603792.0,603503.0,615783.0,638028.0,633740.0,651765.0,672735.0,694729.0,716724.0
"00000","United States","51","      Finance and insurance",1026175.0,1051013.0,1079885.0,1094920.0,1111223.0,1095316.0,1105839.0,1115374.0,1132153.0,1103595.0,1072839.0,1008454.0
"00000","United States","56","      Real estate and rental and leasing",1778756.0,1793926.0,1803766.0,1820698.0,1814404.0,1815684.0,1829301.0,1872985.0,1883979.0,1892141.0,1915871.0,1950050.0
"00000","United States","60","      Professional, scientific, and technical services",969486.0,964779.0,971839.0,978304.0,1002170.0,1004583.0,1008909.0,1018833.0,1020890.0,1025870.0,1053966.0,1085451.0
"00000","United States","64","      Management of companies and enterprises",283480.0,277367.0,276626.0,276282.0,281691.0,279811.0,273852.0,273852.0,274762.0,268787.0,268742.0,270244.0
"00000","United States","65","      Administrative and support and waste management and remediation services",411457.0,417296.0,420514.0,422822.0,427500.0,425647.0,425827.0,430595.0,438405.0,448543.0,456547.0,462708.0
"00000","United States","69","      Educational services",171806.0,170982.0,172571.0,172118.0,174952.0,176537.0,176520.0,176766.0,176522.0,177459.0,179568.0,182151.0
"00000","United States","70","      Health care and social assistance",979466.0,986245.0,1003718.0,1009422.0,1031705.0,1039295.0,1036383.0,1041109.0,1032600.0,1036144.0,1045752.0,1059966.0
"00000","United States","76","      Arts, entertainment, and recreation",143687.0,144784.0,146336.0,146221.0,149308.0,150593.0,148933.0,150341.0,150731.0,150392.0,152730.0,152115.0
"00000","United States","79","      Accommodation and food services",451977.0,452085.0,456325.0,459229.0,467704.0,466179.0,467515.0,466381.0,466683.0,462312.0,457865.0,459931.0
"00000","United States","82","      Other services (except government and government enterprises)",395297.0,395008.0,397030.0,396873.0,399441.0,399741.0,397319.0,395516.0,393153.0,389837.0,387398.0,384812.0
"00000","United States","83","  Government and government enterprises",2089500.0,2091249.0,2096648.0,2104487.0,2099801.0,2103839.0,2111160.0,2114140.0,2118221.0,2122842.0,2128198.0,2141544.0
"00000","United States","84","    Federal civilian",364066.8,363212.0,361785.7,363971.8,362967.8,364010.8,364575.3,364821.6,364540.8,364890.3,367269.0,367423.7
"00000","United States","85","    Military",196456.7,197541.1,198569.5,201136.0,198717.5,199090.3,201366.5,201231.7,201177.7,201391.1,204194.8,206252.0
"00000","United States","86","    State and local",1434414.0,1437291.0,1442423.0,1445719.0,1443868.0,1446832.0,1451270.0,1454074.0,1457457.0,1462690.0,1463051.0,1473286.0
"01000","Alabama","1","All industry total",179846.1,181876.3,181738.0,184023.8,184398.3,185547.7,185560.0,185842.0,184657.4,186079.2,187496.9,187764.3
"01000","Alabama","2","  Private industries",149052.7,151054.4,150989.3,152988.2,153773.7,154390.9,154935.7,154348.5,152830.6,154058.8,155461.8,155346.4
"01000","Alabama","3","      Agriculture, forestry, fishing and hunting",3714.8,3804.7,3831.9,3996.8,3070.6,3445.4,3227.1,2997.7,2555.9,2399.4,2290.7,1984.4
"01000","Alabama","6","      Mining, quarrying, and oil and gas extraction",3921.3,3999.9,3552.4,3450.7,3678.7,3509.8,3593.2,3812.0,4050.7,4134.8,4115.3,3770.6
"01000","Alabama","10","      Utilities",4069.4,4272.7,4421.9,4165.5,4392.3,4485.7,4673.6,4420.0,4485.0,4761.6,4763.4,4727.6
"01000","Alabama","11","      Construction",9397.9,9302.0,9126.0,9387.3,9463.4,9477.5,9404.8,8998.9,9437.2,9576.4,9580.9,9573.7
"01000","Alabama","12","      Manufacturing",30995.8,30830.4,30791.7,32173.7,32794.8,32788.7,32331.5,31986.6,31222.4,31609.3,32123.3,32779.3
"01000","Alabama","13","          Durable goods manufacturing",15783.4,15979.5,16147.8,17326.2,17592.1,17666.9,17484.4,17203.8,16590.5,16897.1,17247.8,17692.2
"01000","Alabama","25","          Nondurable goods manufacturing",15794.2,15295.2,15000.9,15026.2,15418.0,15306.3,15003.5,14971.2,14893.3,14936.9,15079.0,15267.5
"01000","Alabama","34","      Wholesale trade",11127.7,11260.4,11326.9,11741.8,11551.6,11478.9,11619.4,11565.9,11517.7,11777.5,11751.4,11888.5
"01000","Alabama","35","      Retail trade",13410.4,13835.5,13948.7,13834.5,14028.2,14170.5,13763.6,13847.1,13744.7,13529.7,13543.4,13648.9
"01000","Alabama","36","      Transportation and warehousing",4587.2,4724.6,4930.7,5025.8,5007.4,5087.1,5083.3,5036.4,4875.7,5048.7,4988.4,5243.6
